พระสุตตันตปิฎก~~0001
๙. พาลบัณฑิตสูตร~~0091
ว่าด้วยความต่างแห่งพาลและบัณฑิต~~0091
อรรถกถาพาลบัณฑิตสูตรที่  ๙~~0092
๑๐.  ปัจจยสูตร~~0095
ว่าด้วยธรรมที่อาศัยกันเกิดขึ้น~~0095
อรรถกถาปัจจยสูตรที่  ๑๐~~0098
ทสพลวรรคที่  ๓~~0103
๑. ปฐมทสพลสูตร~~0103
ว่าด้วยทศพลญาณและจตุเสารัชญาณ~~0103
ทสพลวรรคที่  ๓~~0104
๒.  ทุติยทสพลสูตร~~0104
ว่าด้วยทศพลญาณและจตุเวสารัชญาณ~~0104
อรรถกถาทุติยทสพลสูตรที่  ๒~~0106
๓.  อุปนิสสูตร~~0120
ว่าด้วยธรรมที่อิงอาศัยกัน~~0120
อรรถกถาอุปนิสสูตรที่ ๓~~0124
๔.  อัญญติตถิยสูตร~~0130
ว่าด้วยทุกข์ในวาทะ  ๔~~0130
อรรถกถาอัญญติตถิยสูตรที่ ๔~~0138
๕.  ภูมิชสูตร~~0140
ว่าด้วยสุขและทุกข์~~0140
อรรถกถาภูมิชสูตรที่  ๕~~0144
๖.  อุปวาณสูตร~~0146
ว่าด้วยทุกข์เกิดเพราะผัสสะ~~0146
อรรถกถาอุปวาณสูตรที่  ๖~~0148
๗.  ปัจจยสูตร~~0148
ว่าด้วยเหตุเป็นผู้สมบูรณ์ด้วยทิฏฐิ~~0148
อรรถกถาปฏิจจสมุปปาทสูตรที่  ๗~~0150
๘.  ภิกขุสูตร~~0151
ว่าด้วยชราและมรณะ~~0151
อรรถกถาภิกขุสูตรที่  ๘~~0153
๙.  ปฐมสมณพราหมณสูตร~~0153
ว่าด้วยกำหนดรู้ชราและมรณะ~~0153
อรรถกถาปฐมสมณพราหมณสูตรที่  ๙~~0155
๑๐.  ทุติยสมณพราหมณสูตร~~0155
ว่าด้วยไม่รู้ทั่วถึงเหตุเกิดและดับแห่งชรามรณะ~~0155
อรรถกถาทุติยสมณพราหมณสูตรที่ ๑๐~~0157
กฬารขัตติยวรรคที่  ๔~~0158
๑. ภูตมิทสูตร~~0158
ว่าด้วยปัญหาของอชิตมาณพ~~0158
กฬารขัตติยวรรคที่  ๔~~0162
อรรถกถาภูตมิทสูตรที่  ๑~~0162
๒. กฬารขัตติยสูตร~~0165
ว่าด้วยโมลิยัคคุนภิกษุลาสิกขา~~0165
อรรถกถาหฬารขัตติยสูตรที่  ๒~~0174
๓.  ปฐมญาณวัตถุสูตร~~0183
ว่าด้วยญาณวัตถุ  ๔๔~~0183
อรรถกถาญาณวัตถุสูตรที่  ๓~~0188
๔.  ทุติยญาณวัตถุสูตร~~0189
ว่าด้วยการแสดงญาณวัตถุ  ๗๗  แก่ภิกษุ~~0189
อรรถกถาทุติยญาณวัตถุสูตรที่  ๔~~0193
๕.  ปฐมอวิชชาปัจจยสูตร~~0194
ว่าด้วยสังขารมีเพราะอวิชชาเป็นปัจจัย~~0194
อรรถกถาปฐมอวิชชาปัจจยสูตรที่  ๕~~0197
๖.  ทุติยอวิชชาปัจจยสูตร~~0200
ว่าด้วยอวิชชาเป็นปัจจัยแก่สังขาร~~0200
อรรถกถาทุติยอวิชชาเป็นปัจจยสูตรที่  ๖~~0202
๗. นตุมหสูตร~~0203
ว่าด้วยปัจจัยปรุงแต่งกรรม~~0203
อรรถกถานตุมหสูตรที่  ๗~~0203
๘. ปฐมเจตนาสูตร~~0204
ว่าด้วยความเกิดและดับกองทุกข์~~0204
อรรถกถาปฐมเจตนาสูตรที่  ๘~~0205
๙.  ทุติยเจตนาสูตร~~0208
ว่าด้วยความเกิดดับแห่งกองทุกข์~~0208
อรรถกถาทุติยเจตนาสูตรที่  ๙~~0210
๑๐.  ตติยเจตนาสูตร~~0210
ว่าด้วยความเกิดและดับกองทุกข์~~0210
อรรถกถาตติยเจตนาสูตรที่  ๑๐~~0212
คหบดีวรรคที่  ๕~~0213
๑.  ปฐมปัญจเวรภยสูตร~~0213
ว่าด้วยภัยเวร  ๕  ประการ~~0213
คหปติวรรคที่  ๕~~0217
อรรถกถาปฐมปัญจภยเวรสูตรที่  ๑~~0217
๒.  ทุติยปัญจเวรภยสูตร~~0219
ว่าด้วยภัยเวร  ๕  ประการ~~0219
อรรถกถาทุติยปัญจเวรภยสูตรที่  ๒~~0221
๓.  ทุกขนิโรธสูตร~~0222
ว่าด้วยเหตุเกิดแห่งทุกข์และความดับทุกข์~~0222
อรรถกถาทุกขนิโรธสูตรที่  ๓~~0223
๔.  โลกนิโรธสูตร~~0224
ว่าด้วยความเกิดและความดับแห่งโลก~~0224
อรรถกถาโลกนิโรธสูตรที่  ๔~~0226
๕.  ญาติกสูตร~~0226
ว่าด้วยความประชุม  ๓  ประการเป็นผัสสะ~~0226
อรรถกถาญาติกสูตรที่  ๕~~0227
๖.  อัญญตรสูตร~~0229
ว่าด้วยทำเหตุอย่างใดได้รับผลอย่างนั้น~~0229
อรรถกถาอัญญาตรสูตรที่  ๖~~0230
๗.  ชาณุสโสณิสูตร~~0230
ว่าด้วยชาณุสโสณีพราหมณ์ทูลถามพระพุทธเจ้า~~0230
อรรถกถาชาณุสโสณิสูตรที่  ๗~~0232
๘.  โลกายติกสูตร~~0232
ว่าด้วยโลกายตะ~~0232
อรรถกถาโลกายติกสูตรที่  ๘~~0234
๙.  ปฐมอริยสาวกสูตร~~0234
ว่าด้วยนามรูปมี  ชรามรณะจึงมี~~0234
อรรถกถาปฐมอริยสาวกสูตรที่  ๙~~0236
๑๐.  ทุติยอริยสาวกสูตร~~0236
ว่าด้วยสังขารมี   ชรามรณะจึงมี~~0236
อรรถกถาทุติยอริยสาวกสูตรที่  ๑๐~~0239
ทุกขวรรคที่  ๖~~0240
๑. ปริวีมังสนสูตร~~0240
ว่าด้วยการพิจารณาเพื่อความสิ้นทุกข์โดยชอบ~~0240
อรรถกถาปริวีมังสนสูตรที่ ๑~~0245
๒.  อุปาทานสูตร~~0253
ว่าด้วยอุปาทาน~~0253
อรรถกถาอุปาทานสูตรที่  ๒~~0255
๓. ปฐมสังโยชนสูตร~~0258
ว่าด้วยความเกิดขึ้นแห่งกองทุกข์~~0258
อรรถกถาปฐมสังโยชนสูตรที่  ๓~~0259
๔. ทุติยสังโยชนสูตร~~0260
ว่าด้วยธรรมเป็นปัจจัยแห่งสังโยชน์~~0260
อรรถกถาทุติยสังโยชนสูตรที่ ๔~~0261
๕.  ปฐมมหารุกขสูตร~~0261
ว่าด้วยธรรมที่เป็นปัจจัยแห่งอุปาทาน~~0261
อรรถกถาปฐมมหารุกขสูตรที่  ๕~~0262
๖. ทุติยมหารุกขสูตร~~0264
ว่าด้วยต้นไม้มีอาหารกับภิกษุมีความพอใจในธรรม~~0264
อรรถกถาทุติยมหารุกขสูตรที่  ๖~~0265
๗.  ตรุณรุกขสูตร~~0265
ว่าด้วยต้นไม้อ่อนกับภิกษุมีความพอใจในธรรม~~0265
อรรถกถาตรุณรุกขสูตรที่  ๗~~0266
๘.  นามรูปสูตร~~0267
ว่าด้วยภิกษุพอใจในธรรมกับนามรูป~~0267
อรรถกถานามรูปสูตรที่  ๘~~0268
๙.  วิญญาณสูตร~~0268
ว่าด้วยความพอใจในธรรมกับวิญญาณ~~0268
อรรถกถาวิญญาณสูตรที่  ๙~~0269
๑๐. นิทานสูตร~~0270
ว่าด้วยความพอใจในปฏิจจสมุปบาท~~0270
อรรถกถานิทานสูตรที่  ๑๐~~0272
มหาวรรคที่  ๗~~0292
๑.  อัสสุตวตาสูตรที่  ๑~~0292
ว่าด้วยกายเป็นที่ประชุมมหาภูตทั้ง  ๔~~0292
มหาวรรคที่  ๗~~0294
อรรถกถาอัสสุตวตาสูตรที่  ๑~~0294
๒.  อัสสุตวตาสูตรที่  ๒~~0300
ว่าด้วยร่างกายเป็นที่ประชุมมหาภูตทั้ง  ๔~~0300
อรรถกถาอัสสุตวตาสูตรที่  ๑~~0303
๓.  ปุตตมังสสูตร~~0304
ว่าด้วยอาหาร  ๔  อย่าง~~0304
อรรถกถาปุตตมังสสูตรที่  ๓~~0308
๔.  อัตถิราคสูตร~~0325
ว่าด้วยความเพลิดเพลินอาหาร  ๔  อย่าง~~0325
อรรถกถาอัตถิราคสูตร  ที่  ๔~~0330
๕.  นครสูตร~~0332
ว่าด้วยโลกนี้ลำบากเพราะมีเกิดแก่เจ็บตาย~~0332
อรรถกถานครสูตรที่  ๕~~0336
๖.  สัมมสสูตร~~0341
ว่าด้วยการพิจารณาปัจจัยภายใน~~0341
อรรถกถาสัมมสสูตรที่ ๖~~0349
๗.  นฬกลาปิยสูตร~~0353
ว่าด้วยปัจจัยให้มีชราและมรณะ~~0353
อรรถกถานฬกลาปิยสูตรที่  ๗~~0357
๘.  โกสัมพีสูตร~~0358
ว่าด้วยชาติเป็นปัจจัยจึงมีชราและมรณะ~~0358
อรรถกถาโกสัมพีสูตรที่  ๘~~0362
๙.  อุปยสูตร~~0364
ว่าด้วยสังขารเกิดเพราะมีอวิชชา~~0364
อรรถกถาอุปยสูตรที่  ๙~~0365
๑๐.  สุสิมบุตร~~0366
ว่าด้วยการหลุดพ้นด้วยปัญญา~~0366
อรรถกถาสุสิมสูตรที่  ๑๐~~0380
สมณพราหมณวรรคที่  ๘~~0386
๑. ปฐมสมณพราหมณสูตร~~0386
ว่าด้วยสมณะหรือพราหมณ์  ไม่รู้ชรามรณะ~~0386
๒. ทุติยสมณพราหมณสูตร- ๑๑. เอกาทสมสมณพราหมณสูตร~~0387
อรรถกถาสมณพราหมณวรรคที่ ๘~~0388
อันตรเปยยาลที่  ๙~~0389
ว่าด้วยบุคคลไม่รู้ไม่เห็นชราและมรณะตามความเป็นจริง~~0389
๑.  สัตถุสูตร~~0389
๒.  สูตรที่  ๒-๑๒~~0390
อันตรเปยยาลวรรคที่  ๙~~0391
อรรถกถาสัตถุสูตรเป็นต้น~~0391
อภิสมยวรรคที่  ๑๐~~0393
๑.  นขสิขาสูตร~~0393
ว่าด้วยเปรียบทุกข์ที่เหลือเท่าฝุ่นติดปลายเล็บ~~0393
อภิสมยวรรคที่  ๑๐~~0394
อรรถกถานขสิขาสูตรที่  ๑~~0394
๒. โปกขรณีสูตร~~0395
ว่าด้วยเปรียบทุกข์ที่เหลือเหมือนน้ำที่วิดด้วยปลายหญ้าคา~~0395
อรรถกถาโปกขรณีสูตรที่  ๒~~0396
๓.  ปฐมสัมเภชอุทกสูตร~~0396
ว่าด้วยแม่น้ำ ๕  สาย  ไหลมาบรรจบกัน~~0396
อรรถกถาปฐมสัมเภชอุทกสูตรที่  ๓~~0397
๔.  ทุติยสัมเภชอุทกสูตร~~0397
ว่าด้วยแม่น้ำ ๕ สาย~~0397
อรรถกถาสัมเภชอุทกสูตรที่  ๔~~0398
๕. ปฐมปฐวีสูตร~~0398
อรรถกถาปฐมปฐวีสูตร~~0399
๖. ทุติยปฐวีสูตร~~0400
ว่าด้วยแผ่นดินใหญ่~~0400
๗. ปฐมสมุททสูตร~~0401
๘.  ทุติยสมุททสูตร~~0401
ว่าด้วยน้ำในมหาสมุทร~~0401
๙. ปฐมปัพพตูปมสูตร~~0402
ว่าด้วยวางก้อนหิน  ๗  ก้อนที่ภูเขาหิมวันต์~~0402
๑๐. ทุติยปัพพตูปมสูตร~~0403
ว่าด้วยวางก้อนหิน  ๗  ก้อนไว้ที่ภูเขาหิมวันต์~~0403
๑๑.  ตติยปัพพตูปมสูตร~~0404
ว่าด้วยวางก้อนหิน  ๗  ก้อนไว้ที่เขาสิเนรุ~~0404
อรรถกถาทุติยปฐวีสูตรที่  ๖  เป็นต้น~~0405
๒.  ธาตุสังยุต~~0407
นานัตวรรคที่  ๑~~0407
๑.  ธาตุสูตร~~0407
ว่าด้วยความต่างแห่งธาตุ~~0407
ธาตุสังยุต~~0408
นานัตตวรรคที่ ๑~~0408
อรรถกถาธาตุสูตรที่  ๑~~0408
๒. สัมผัสสสูตร~~0409
ว่าด้วยความต่างแห่งผัสสะ~~0409
อรรถกถาสัมผัสสสูตรที่  ๒~~0409
๓.  โนสัมผัสสสูตร~~0410
ว่าด้วยความต่างแห่งผัสสะ~~0410
อรรถกถาโนสัมผัสสสูตรที่  ๓~~0411
๔.  เวทนาสูตร~~0411
ว่าด้วยความต่างแห่งเวทนา~~0411
อรรถกถาเวทนาสูตรที่  ๔~~0412
๕. โนเวทนาสูตร~~0413
ว่าด้วยความต่างแห่งเวทนา~~0413
อรรถกถาโนเวทนาสูตรที่ ๕~~0414
๖.  พาหิรธาตุสูตร~~0414
ว่าด้วยความต่างแห่งธาตุ~~0414
อรรถกถาพาหิรธาตุสูตรที่  ๖~~0415
๗.  สัญญาสูตร~~0415
ว่าด้วยความต่างแห่งสัญญา~~0415
อรรถกถาสัญญาสูตรที่  ๗~~0416
๘.  โนสัญญสูตร~~0417
ว่าด้วยความต่างแห่งสัญญา~~0417
อรรถกถาโนสัญญาสูตรที่  ๘~~0419
๙.  ผัสสสูตร~~0419
ว่าด้วยความต่างแห่งผัสสะ~~0419
อรรถกถาผัสสสูตรที่  ๙~~0421
๑๐.  โนผัสสสูตร~~0423
ว่าด้วยความต่างแห่งผัสสะ~~0423
อรรถกถาโนผัสสสูตรที่  ๑๐~~0426
ทุติยวรรคที่  ๒~~0427
๑.  สัตติมสูตร~~0427
ว่าด้วยธาตุ  ๗  ประการ~~0427
ทุติยวรรคที่  ๒~~0428
อรรกถาสัตติมสูตรที่  ๑~~0428
๒.  สนิทานสูตร~~0430
ว่าด้วยวิตก  ๓ อย่าง~~0430
อรรถกถาสนิทานสูตรที่  ๒~~0433
๓. คิญชกาวสถสูตร~~0437
ว่าด้วยสัญญา  ทิฏฐิ  วิตกเป็นต้น~~0437
อรรถกถาคิญชกาวสถสูตรที่  ๓~~0438
๔. หีนาธิมุตติสูตร~~0440
ว่าด้วยสัตว์มีอัธยาศัยเลวและอัธยาศัยดี~~0440
อรรถกถาหีนาธิมุตติสูตรที่  ๔~~0441
๕.  จังกมสูตร~~0441
ว่าด้วยการจงกรมของภิกษุหลายรูป~~0441
อรรถกถาจังกมสูตรที่  ๕~~0444
๖. สตาปารัทธสูตร~~0448
ว่าด้วยสัตว์คบค้าสมาคมกันโดยธาตุ~~0448
อรรถกถาสตาปารัทธสูตรที่  ๖~~0450
๗. ปฐมอัสสัทธมูลกสูตร~~0451
ว่าด้วยสัตว์คบค้าสมาคมกันโดยธาตุเดียวกัน~~0451
อรรถกถาปฐมอัสสัทธมูลกสูตรที่  ๗~~0453
๘. ทุติยอัสสัทธมูลกสูตร~~0454
การคบค้าของสัตว์โดยธาตุมีศรัทธาและไม่มีศรัทธา~~0454
๙.  อหิริกมูลกสูตร~~0457
ว่าด้วยการคบค้าของสัตว์โดยธาตุมีหิริและไม่มีหิริ~~0457
๑๐. อโนตตัปปมูลกสูตร~~0459
ว่าด้วยการคบค้าของสัตว์โดยธาตุ~~0459
มีโอตตัปปะและไม่มีโอตตัปปะ~~0459
๑๑.  อัปปสุตสูตร~~0460
ว่าด้วยการคบค้าของสัตว์โดยธาตุว่าด้วยสุตะเป็นต้น~~0460
๑๒.  กุสิตสูตร~~0461
ว่าด้วยการคบค้าของสัตว์โดยธาตุว่าด้วยสติและปัญญา~~0461
อรรถกถาอัสสัทธมูบกสูตรที่ ๘ เป็นต้น~~0462
ทสกัมมปถวรรคที่  ๓~~0464
๑.  อสมาหิตสูตร~~0464
ว่าด้วยการคบค้าของสัตว์โดยธาตุว่าด้วยไม่มีศรัทธา~~0464
ทสกัมมปถวรรคที่  ๓~~0465
อรรถกถาอสมาทิตสูตรที่  ๑~~0465
๒.  ทุสสีลสูตร~~0465
ว่าด้วยการคบค้าของสัตว์โดยธาตุว่าด้วยศรัทธาและหิริ~~0465
อรรถกถาทุสสีลสูตรที่  ๒~~0466
๓.  ปัญจสิกขาปทสูตร~~0466
ว่าด้วยการคบค้าของสัตว์โดยธาตุต่างด้วยศีล  ๕~~0466
อรรถกถาปัญจสิกขาปทสูตรที่  ๓~~0468
๔.  สัตตกัมมปถสูตร~~0468
ว่าด้วยกรรมบถ  ๗~~0468
๕. ทสกมมปถสูตร~~0469
ว่าด้วยกรรมบถ ๑๐~~0469
อรรถกถาทสกัมมปถสูตรที่  ๕~~0471
๖.  อัฏฐังคิกสูตร~~0484
ว่าด้วยการคบค้ากันของสัตว์ด้วยมรรค ๘~~0484
อรรถกถาอัฏฐังคิกสูตรที่  ๖~~0485
๗.  ทสังคิกสูตร~~0485
ว่าด้วยการคบค้าของสัตว์โดยธาตุประกอบด้วยธรรม~~0485
๑๐  ประการ~~0485
อรรถกถาทสังคิกสูตรที่  ๗~~0486
จตุตถวรรคที่  ๔~~0488
๑.  จตัสสสูตร~~0488
ว่าด้วยธาตุ  ๔  ประการ~~0488
จตุตถวรรคที่  ๔~~0488
อรรถกถาจตัสสสูตรที่  ๑~~0488
๒.  ปุพพสูตร~~0489
ว่าด้วยเรื่องก่อนตรัสรู้~~0489
อรรถกถาปุพพสูตรที่  ๒~~0490
๓.  อจริสูตร~~0494
ว่าด้วยการแสวงหาความแช่มชื่นแห่งธาตุทั้ง  ๔~~0494
อรรถกถาอจริสูตรที่  ๓~~0496
๔.  โนเจทสูตร~~0496
ว่าด้วยเรื่องธาตุทั้ง  ๔~~0496
อรรถกถาโนเจทสูตรที่  ๔~~0498
๕. ทุกขสูตร~~0499
ว่าด้วยสุขและทุกข์แห่งธาตุทั้ง ๔~~0499
อรรถกถาทุกขสูตรที่ ๕~~0500
๖. อภินันทนาสูตร~~0500
ว่าด้วยการชื่นชมยินดีในธาตุทั้ง  ๔~~0500
อรรถกถาอภินันทสูตรที่  ๖  เป็นต้น~~0501
๗. อุปปาทสูตร~~0501
ว่าด้วยความเกิดและตั้งอยู่แห่งธาตุทั้ง  ๔~~0501
๘.  ปฐมสมณพราหมณสูตร~~0502
ว่าด้วยเป็นสมณะเป็นพราหมณ์~~0502
๙.  ทุติยสมณพราหมณสูตร~~0503
ว่าด้วยเป็นสมณะเป็นพราหมณ์~~0503
๑๐.   ตติยสมณพรหมณสูตร~~0503
ว่าด้วยเป็นสมณะเป็นพราหมณ์~~0503
อรรถกถาอุปปาทสูตรที่  ๗  เป็นต้น~~0505
ปฐมวรรคที่  ๑~~0507
อรรถกถาติณกัฏฐสูตรที่  ๑~~0507
๒. ปฐวีสูตร~~0508
ว่าด้วยการกำหนดที่สุดเบื้องต้นเบื้องปลายของสงสาร~~0508
อรรถกถาปฐวีสูตรที่  ๒~~0509
๓. อัสสุสูตร~~0509
ว่าด้วยเปรียบน้ำตากับน้ำในมหาสมุทร~~0509
อรรถกถาอัสสุสูตรที่  ๓~~0511
๔.  ขีรสูตร~~0512
ว่าด้วยเปรียบน้ำนมกับน้ำในมหาสมุทร~~0512
อรรถกถาขีรสูตรที่  ๔~~0513
๕.  ปัพพตสูตร~~0513
ว่าด้วยเรื่องกัป~~0513
อรรถกถาปัพพตสูตรที่  ๕~~0515
๖.  สาสปสูตร~~0515
ว่าด้วยเรื่องกัป~~0515
อรรถกถาสาสปสูตรที่  ๖~~0516
๗.  สาวกสูตร~~0516
ว่าด้วยการอุปมากัป~~0516
อรรถกถาสาวกสูตรที่  ๗~~0517
๘.  คงคาสูตร~~0518
ว่าด้วยการอุปมากัป~~0518
อรรถกถาคงคาสูตรที่  ๘~~0519
๙.  ทัณฑสูตร~~0520
อรรถกถาทัณฑสูตรที่  ๙~~0520
๑๐.  ปุคคลสูตร~~0521
เหมือนโครงกระดูกบุคคล~~0521
อรรถกถาปุคคลสูตรที่  ๑๐~~0522
๑. ทุคตสูตร~~0524
อรรถกถาทุคตสูตรที่  ๑~~0524
๒.  สุขิตสูตร~~0525
อรรถกถาสุขิตสูตรที่  ๒~~0525
๓.  ติงสมัตตาสูตร~~0526
อรรถกถาติงสมัตตาสูตรที่  ๓~~0528
๔.  มาตุสูตร~~0529
อรรถกถามาตุสูตรที่  ๔~~0529
๕.  ปิตุสูตร~~0530
๖.  ภาตุสูตร~~0530
๗.  ภคินีสูตร~~0531
๘.  ปุตตสูตร~~0531
๙.  ธีตุสูตร~~0532
๑๐.  เวปุลลปัพพตสูตร~~0532
อรรถกถาเวปุลลปัพพตสูตรที่  ๑๐~~0536
๑. สันตุฏฐสูตร~~0538
ว่าด้วยเรื่องสันโดษ~~0538
อรรถกถาสันตุฏฐสูตรที่  ๑~~0540
๒.  อโนตตาปีสูตร~~0545
อรรถกถาอโนตตาปีสูตรที่  ๒~~0548
๓.  จันทูปมสูตร~~0550
อรรถกถาจันทูปมสูตรที่  ๓~~0553
๔.  กุลูปกสูตร~~0559
อรรถกถากุลูปกสูตรที่  ๔~~0561
๕.  ชิณณสูตร~~0561
อรรถกถาชิณณสูตรที่  ๕~~0564
๖.  ปฐมโอวาทสูตร~~0569
อรรถกถาปฐมโอวาทสูตรที่  ๖~~0572
๗.  ทุติยโอวาทสูตร~~0573
อรรถกถาทุติยโอวาทสูตรที่  ๗~~0576
๘.  ตติยโอวาทสูตร~~0576
๘.  ฌานาภิญญาสูตร~~0581
อรรถกถาฌานาภิญญาสูตรที่  ๙~~0586
๑๐.  ภิกขุนูปัสสยสูตร~~0587
อรรถกถาภิกขุนูปัสสยสูตรที่  ๑๐~~0590
๑๑.  จีวรสูตร~~0592
อรรถกถาจีวรสูตรที่  ๑๑~~0597
๑๒.  ปรัมมรณสูตร~~0628
อรรถกถาปรัมมรณสูตรที่  ๑๒~~0630
๑๓.   สัทธรรมปฏิรูปกสูตร~~0630
อรรถกถาสัทธรรมปฏิรูปกสูตรที่  ๑๓~~0633
๕. ลาภสักการสังยุต~~0639
๑.  สุทธกสูตร~~0639
ว่าด้วยลาภสักการะเป็นอันตรายแก่การบรรลุธรรม~~0639
อรรถกถาลาภสักการสังยุต~~0640
อรรกถาสุทธกสูตรที่  ๑~~0640
๒.  ทฬิสสูตร~~0640
ว่าด้วยลาภสักการะเหมือนเหยื่อเกี่ยวเบ็ด~~0640
อรรถกถาพฬิสสูตรที่  ๒~~0641
๓.  กุมมสูตร~~0642
อรรถกถากุมมสูตรที่  ๓~~0643
๔.  ทีฆโลมสูตร~~0644
๕.  เอฬกสูตร~~0645
อรรถกถาเอฬกสูตรที่  ๕~~0646
๖.  อสนิสูตร~~0647
อรรถกถาอสนิสูตรที่  ๖~~0647
๗.  ทิฏฐิสูตร~~0648
อรรถกถาทิฏฐิสูตรที่  ๗~~0648
๘.  สิคาลสูตร~~0649
อรรถกถาสิงคาลสูตรที่  ๘~~0650
๙. เวรัมภสูตร~~0650
อรรถกถาเวรัมภสูตรที่  ๙~~0651
๑๐.  สคัยหกสูตร~~0652
อรรถกถาสคัยหกสูตรที่  ๑๐~~0653
ทุติยวรรคที่  ๒~~0655
๑.  สุวัณณปาติสูตร~~0655
ว่าด้วยลาภสักการะเป็นอันตรายแก่การบรรลุธรรม~~0655
ทุติยวรรคที่  ๒~~0655
อรรถกถาสุวัณณปาติสูตรที่  ๑~~0655
๒. รูปิยปาติสุตร~~0656
อรรถกถารูปิยปาติสูตร~~0657
๓.  สุวัณณนิกขสูตร~~0657
อรรถกถาสุวัณณนิกขสูตรที่  ๓  เป็นต้น~~0657
๔.  สุวัณณนิกขสตสูตร~~0658
๕.  สิงคินิกขสูตร~~0658
๖.  สิงคินิกขสตสูตร~~0658
๗.  ปฐวีสูตร~~0659
๘.  อามิสกิญจิกขสูตร~~0659
๙.  ชีวิตสูตร~~0659
๑๐.  ชนปทกัลยาณีสูตร~~0660
ว่าด้วยลาภสักการะ~~0660
อรรถกถาสูตรที่  ๔  เป็นต้น~~0660
ตติยวรรคที่  ๓~~0661
๑.  มาตุคามสูตร~~0661
ว่าด้วยมาตุคามเป็นอันตรายแก่การบรรลุธรรม~~0661
ตติยวรรคที่  ๓~~0661
อรรถกถามาตุคามสูตรที่  ๑~~0661
๒.  ชนปทกัลยาณีสูตร~~0662
ว่าด้วยนางงามประจำชนบท~~0662
อรรถกถาชนปทกัลยาณีสูตรที่  ๒~~0662
๓.  ปุตตสูตร~~0663
อรรถกถาปุตตสูตรที่  ๓~~0664
๔.  เอกธีตุสูตร~~0664
อรรถกถาเอกธีตุสูตรที่ ๔ เป็นต้น~~0665
๕.  ปฐมสมณพราหมณสูตร~~0665
แห่งลาภสักการะ~~0665
๖.  ทุติยสมณพราหมณสูตร~~0666
แห่งลาภสักการะ~~0666
๗.  ตติยสมณพรหมณสูตร~~0667
แห่งลาภสักการะ~~0667
อรรถกถาสมณพราหมณสูตรที่  ๗~~0668
๘.  ฉวิสูตร~~0668
อรรถกถาฉวิสูตรที่  ๘~~0669
๙.  รัชชุสูตร~~0669
อรรถกถารัชชุสูตรที่  ๙~~0670
๑๐.  ภิกขุสูตร~~0670
